x1,x2,x3,x4,x5
1.0,3,4,3,70
1.0,2,3,3,88
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,47
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,16
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,5,33
1.0,1,4,3,111
1.0,1,4,2,8
1.0,3,5,1,78
1.0,2,3,3,112
1.0,2,4,4,112
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,3,86
1.0,1,4,3,20
1.0,1,4,2,86
1.0,2,2,2,106
1.0,2,3,3,100
1.0,2,4,4,100
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,16
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,47
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,2,4,121
1.0,1,2,5,14
1.0,1,4,3,90
1.0,2,2,2,80
1.0,2,4,4,119
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,59
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,4,62
1.0,1,2,5,85
1.0,1,5,4,85
1.0,2,2,2,125
1.0,2,4,4,41
1.0,2,5,5,102
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,96
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,2,4,70
1.0,1,2,5,78
1.0,1,3,2,103
1.0,3,3,2,5
1.0,1,4,3,85
1.0,2,2,2,73
1.0,2,3,3,104
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,63
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,2,66
1.0,1,3,2,90
1.0,2,4,4,94
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,68
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,119
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,3,2,4,127
1.0,1,2,5,33
1.0,2,2,2,137
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,138
1.0,3,2,4,70
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,36
1.0,1,4,2,15
1.0,3,5,4,33
1.0,2,4,4,128
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,21
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,141
1.0,2,4,4,142
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,147
1.0,1,4,2,99
1.0,2,4,4,148
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,2,4,8
1.0,1,4,3,69
1.0,1,4,2,10
1.0,2,4,4,64
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,23
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,2,4,86
1.0,3,3,2,25
1.0,1,4,3,70
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,47
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,3,5,85
1.0,1,3,2,72
1.0,1,4,2,70
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,63
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,41
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,66
1.0,3,4,2,25
1.0,2,3,3,119
1.0,2,4,4,59
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,9
1.0,0,3,3,1
1.0,3,4,2,15
1.0,3,2,2,5
1.0,1,4,3,86
1.0,0,3,3,1
1.0,1,3,5,85
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,41
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,4,14
1.0,1,4,5,86
1.0,1,5,3,86
1.0,2,5,5,153
1.0,0,3,3,1
1.0,3,3,2,99
1.0,1,5,3,78
1.0,1,5,3,14
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,4,33
1.0,2,5,5,80
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,3,2,10
1.0,1,4,5,8
1.0,1,5,3,8
1.0,2,5,5,112
1.0,3,2,4,78
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,4,5,85
1.0,1,5,4,155
1.0,2,4,4,81
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,63
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,2,4,155
1.0,1,3,2,157
1.0,1,4,5,82
1.0,3,5,3,155
1.0,2,2,2,158
1.0,2,3,3,158
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,84
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,159
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,4,162
1.0,3,5,3,14
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,163
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,2,5,82
1.0,1,2,5,174
1.0,1,4,3,5
1.0,1,5,4,124
1.0,2,2,2,175
1.0,2,4,4,104
1.0,2,5,5,176
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,159
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,3,5,4,117
1.0,2,4,4,168
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,154
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,2,4,121
1.0,3,5,4,111
1.0,2,4,4,180
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,65
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,4,127
1.0,3,5,4,162
1.0,2,4,4,188
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,99
1.0,3,5,3,36
1.0,2,5,5,169
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,18
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,2,3,5
1.0,1,3,2,194
1.0,1,4,3,167
1.0,1,5,2,155
1.0,2,4,4,97
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,184
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,168
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,39
1.0,1,5,2,114
1.0,2,2,2,115
1.0,2,5,5,189
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,16
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,153
1.0,0,2,2,1
1.0,1,3,4,8
1.0,3,4,1,78
1.0,3,4,3,14
1.0,3,4,3,8
1.0,3,3,3,5
1.0,3,4,3,110
1.0,3,2,5,14
1.0,3,3,2,103
1.0,3,2,5,33
1.0,3,3,5,14
1.0,3,3,2,72
1.0,3,4,3,66
1.0,1,4,2,25
1.0,3,4,3,141
1.0,3,5,4,85
1.0,1,5,3,155
1.0,1,2,5,82
1.0,3,2,5,174
1.0,1,5,4,117
1.0,3,5,3,8
1.0,1,5,4,111
1.0,3,5,4,99
1.0,1,5,3,36
1.0,3,4,5,78
1.0,3,3,4,78
1.0,3,4,3,78
1.0,3,3,5,33
1.0,3,4,2,86
1.0,3,3,2,66
1.0,3,3,2,15
1.0,3,4,3,111
1.0,3,2,4,86
1.0,3,4,4,14
1.0,3,3,2,194
1.0,3,3,4,86
1.0,3,3,4,14
1.0,3,4,3,20
1.0,3,5,4,78
1.0,3,3,5,78
1.0,3,5,3,78
1.0,3,4,5,8
1.0,3,4,4,33
1.0,3,4,5,82
1.0,3,5,4,124
1.0,3,4,3,90
1.0,3,2,3,78
1.0,3,2,4,62
1.0,3,4,3,147
1.0,3,4,3,69
1.0,3,4,5,86
1.0,3,2,4,155
1.0,3,4,3,86
1.0,3,5,2,155
1.0,3,5,2,114
1.0,3,2,5,85
1.0,3,2,5,78
1.0,3,4,2,99
1.0,3,4,2,10
1.0,3,5,4,155
1.0,3,4,3,5
1.0,3,5,4,39
1.0,3,2,3,86
1.0,3,4,3,85
1.0,3,4,3,36
1.0,3,4,5,85
1.0,3,2,3,90
1.0,3,4,2,70
1.0,3,5,3,86
1.0,3,3,2,157
1.0,3,4,3,167
1.0,3,1,4,78
1.0,3,1,2,78
1.0,3,1,3,78
1.0,3,1,5,78
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,2,33
1.0,1,2,1,82
1.0,1,3,5,8
1.0,3,4,2,78
1.0,1,5,5,5
1.0,2,2,2,83
1.0,2,5,5,21
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,84
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,2,8
1.0,1,3,1,86
1.0,1,4,2,78
1.0,2,3,3,87
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,16
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,1,2,5
1.0,1,3,1,90
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,3,14
1.0,1,2,1,85
1.0,1,4,4,5
1.0,1,5,2,78
1.0,2,4,4,18
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,5,14
1.0,1,5,2,14
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,3,8
1.0,1,2,4,82
1.0,1,3,5,86
1.0,1,4,2,33
1.0,1,5,1,86
1.0,2,3,3,79
1.0,2,4,4,79
1.0,2,5,5,87
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,1,85
1.0,2,4,4,83
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,33
1.0,1,5,1,82
1.0,2,5,5,83
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,8
1.0,3,4,2,33
1.0,1,1,4,33
1.0,3,5,5,5
1.0,3,5,1,82
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,83
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,2,14
1.0,1,2,3,85
1.0,1,3,1,85
1.0,3,4,4,5
1.0,2,3,3,96
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,2,3,25
1.0,3,4,1,85
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,15
1.0,1,3,5,5
1.0,2,5,5,46
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,4,1,86
1.0,2,2,2,18
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,101
1.0,1,1,4,14
1.0,1,5,1,85
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,3,5,103
1.0,2,5,5,105
1.0,0,5,5,1
1.0,0,1,1,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,5,15
1.0,1,3,1,103
1.0,2,5,5,49
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,98
1.0,0,2,2,1
1.0,1,1,4,8
1.0,1,2,1,86
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,103
1.0,3,3,4,5
1.0,2,4,4,105
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,3,5,103
1.0,3,3,5,5
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,5
1.0,3,4,2,14
1.0,2,4,4,49
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,87
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,99
1.0,2,4,4,93
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,1,2,10
1.0,1,3,1,99
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,92
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,1,1,3,25
1.0,1,2,1,107
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,108
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,1,82
1.0,2,4,4,109
1.0,3,2,3,25
1.0,0,5,5,1
1.0,1,1,5,5
1.0,1,5,1,90
1.0,0,5,5,1
1.0,0,4,4,1
1.0,1,4,2,14
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,106
1.0,3,3,1,85
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,79
1.0,0,4,4,1
1.0,3,5,2,14
1.0,3,2,1,82
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,3,5
1.0,3,3,1,90
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,4,5
1.0,3,3,4,85
1.0,1,4,1,90
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,1,90
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,73
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,3,70
1.0,1,2,4,114
1.0,1,4,1,114
1.0,1,5,2,85
1.0,2,4,4,115
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,116
1.0,0,2,2,1
1.0,3,4,2,110
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,96
1.0,1,1,4,70
1.0,1,2,1,114
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,1,82
1.0,3,4,3,117
1.0,2,3,3,118
1.0,2,4,4,118
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,4,3,15
1.0,1,4,2,5
1.0,2,4,4,46
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,2,3,70
1.0,2,2,2,63
1.0,2,4,4,92
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,3,2,33
1.0,1,4,3,117
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,4,3,15
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,2,20
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,113
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,34
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,65
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,2,3,70
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,2,62
1.0,2,4,4,120
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,122
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,1,4,124
1.0,3,3,1,121
1.0,2,3,3,59
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,80
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,10
1.0,3,3,4,90
1.0,2,4,4,126
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,2,33
1.0,1,5,4,127
1.0,2,5,5,128
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,129
1.0,0,3,3,1
1.0,3,3,4,124
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,130
1.0,0,4,4,1
1.0,3,3,1,103
1.0,1,1,2,15
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,3,4,90
1.0,3,4,2,62
1.0,2,2,2,131
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,132
1.0,0,1,1,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,4,127
1.0,1,5,1,133
1.0,2,5,5,134
1.0,0,5,5,1
1.0,0,1,1,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,2,62
1.0,3,4,1,135
1.0,2,4,4,136
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,124
1.0,0,2,2,1
1.0,1,3,4,121
1.0,1,4,2,90
1.0,0,2,2,1
1.0,3,2,4,82
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,70
1.0,3,5,2,78
1.0,2,5,5,73
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,93
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,139
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,4,2,66
1.0,1,4,3,25
1.0,2,2,2,49
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,1,1,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,2,66
1.0,1,4,1,140
1.0,2,4,4,130
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,3,4,72
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,116
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,2,3,114
1.0,3,3,4,25
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,3,3,5,90
1.0,1,4,3,143
1.0,1,4,5,15
1.0,2,4,4,144
1.0,2,5,5,145
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,1,1,1
1.0,0,4,4,1
1.0,1,1,3,69
1.0,1,4,1,146
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,132
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,1,1,4,72
1.0,1,3,1,149
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,1,4,2,141
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,98
1.0,0,4,4,1
1.0,1,4,1,107
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,101
1.0,1,4,1,99
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,4,4,1
1.0,1,1,3,147
1.0,1,4,1,150
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,91
1.0,3,2,1,86
1.0,0,4,4,1
1.0,3,3,2,33
1.0,1,4,1,103
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,106
1.0,1,3,4,72
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,90
1.0,3,4,5,15
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,98
1.0,0,1,1,1
1.0,1,1,3,36
1.0,1,4,1,143
1.0,3,4,3,25
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,1,1,4,25
1.0,1,3,1,107
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,108
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,25
1.0,0,4,4,1
1.0,0,3,3,1
1.0,3,3,1,82
1.0,0,3,3,1
1.0,0,1,1,1
1.0,0,2,2,1
1.0,1,1,2,151
1.0,1,4,1,141
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,3,3,1,86
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,1,1,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,1,2,20
1.0,1,2,3,14
1.0,1,4,1,110
1.0,2,3,3,49
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,152
1.0,0,2,2,1
1.0,0,1,1,1
1.0,1,1,3,111
1.0,1,4,1,117
1.0,3,5,1,85
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,4,1,90
1.0,0,4,4,1
1.0,1,5,2,86
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,3,3,4,15
1.0,1,5,3,85
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,2,2,1
1.0,1,5,2,8
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,102
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,3,4,103
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,5,1,86
1.0,3,2,3,85
1.0,0,5,5,1
1.0,1,3,5,99
1.0,0,5,5,1
1.0,1,3,4,15
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,3,3,4,99
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,4,85
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,1,4,111
1.0,1,5,1,117
1.0,0,1,1,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,1,3,155
1.0,1,2,1,156
1.0,1,3,5,157
1.0,1,4,2,82
1.0,2,5,5,158
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,160
1.0,0,2,2,1
1.0,1,2,3,155
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
