x1,x2,x3,x4,x5
1.0,2,4,4,65
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,3,5,14
1.0,1,3,4,210
1.0,1,4,3,70
1.0,1,4,2,203
1.0,2,3,3,225
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,47
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,16
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,3,70
1.0,1,3,5,211
1.0,1,4,2,70
1.0,1,5,4,211
1.0,2,2,2,73
1.0,2,5,5,223
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,41
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,63
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,15
1.0,1,4,2,5
1.0,2,4,4,46
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,18
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,5,33
1.0,1,4,3,111
1.0,2,3,3,112
1.0,2,4,4,112
1.0,0,4,4,1
1.0,0,3,3,1
1.0,1,2,3,203
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,3,210
1.0,1,4,3,20
1.0,1,4,2,210
1.0,2,2,2,239
1.0,2,3,3,221
1.0,2,4,4,221
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,16
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,47
1.0,0,3,3,1
1.0,1,4,4,8
1.0,1,4,4,14
1.0,0,3,3,1
1.0,1,4,3,33
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,2,4,70
1.0,1,2,5,203
1.0,1,3,2,236
1.0,1,4,3,211
1.0,2,3,3,237
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,63
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,4,258
1.0,1,2,5,14
1.0,1,4,3,209
1.0,2,2,2,207
1.0,2,4,4,242
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,59
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,2,66
1.0,2,4,4,227
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,68
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,242
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,1,2,4,62
1.0,1,2,5,211
1.0,2,2,2,259
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,220
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,1,2,4,127
1.0,1,2,5,33
1.0,2,2,2,137
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,138
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,3,2,72
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,41
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,262
1.0,1,4,2,15
1.0,2,4,4,263
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,21
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,147
1.0,1,4,2,229
1.0,2,4,4,261
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,69
1.0,1,4,2,10
1.0,2,4,4,64
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,23
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,36
1.0,2,4,4,128
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,66
1.0,1,4,2,25
1.0,2,3,3,242
1.0,2,4,4,59
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,9
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,2,4,210
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,47
1.0,1,4,3,5
1.0,1,4,3,210
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,41
1.0,1,5,3,203
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,4,33
1.0,1,5,3,14
1.0,2,5,5,207
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,5,8
1.0,1,5,3,8
1.0,2,5,5,112
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,273
1.0,1,3,4,211
1.0,1,3,5,8
1.0,1,5,2,8
1.0,1,3,4,33
1.0,1,5,2,14
1.0,1,5,2,203
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,6,33
1.0,1,4,5,211
1.0,1,5,4,111
1.0,1,5,3,210
1.0,2,4,4,272
1.0,2,5,5,272
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,65
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,4,6,203
1.0,1,5,4,275
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,163
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,4,6,83
1.0,1,5,4,276
1.0,2,4,4,273
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,4,155
1.0,2,4,4,217
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,63
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,2,4,155
1.0,1,3,2,157
1.0,1,4,6,204
1.0,1,5,3,155
1.0,1,6,5,204
1.0,2,2,2,158
1.0,2,3,3,158
1.0,2,6,6,230
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,84
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,159
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,2,4,211
1.0,1,5,4,35
1.0,1,5,3,211
1.0,2,2,2,237
1.0,2,4,4,223
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,41
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,1,5,5,14
1.0,0,4,4,1
1.0,1,5,4,83
1.0,1,5,5,33
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,3,2,211
1.0,2,3,3,220
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,3,2,155
1.0,2,3,3,168
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,3,5,155
1.0,1,3,6,203
1.0,1,4,3,243
1.0,1,5,4,204
1.0,2,4,4,244
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,159
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,127
1.0,1,3,6,204
1.0,1,5,4,8
1.0,2,3,3,287
1.0,2,5,5,244
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,84
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,293
1.0,1,3,6,83
1.0,2,3,3,294
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,295
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,256
1.0,1,3,6,33
1.0,1,5,4,210
1.0,2,3,3,218
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,177
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,170
1.0,2,3,3,286
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,213
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,4,3,39
1.0,2,5,5,225
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,292
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,272
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,2,3,3,137
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,138
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,39
1.0,1,5,3,70
1.0,2,5,5,177
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,16
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,36
1.0,1,5,3,15
1.0,2,5,5,128
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,21
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,38
1.0,1,5,3,240
1.0,2,5,5,305
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,34
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,3,166
1.0,1,4,2,166
1.0,2,2,2,304
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,55
1.0,1,5,2,5
1.0,2,5,5,138
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,49
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,2,210
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,241
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,84
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,297
1.0,2,5,5,222
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,190
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,3,155
1.0,1,4,3,303
1.0,1,5,2,155
1.0,2,4,4,218
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,184
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,310
1.0,2,5,5,295
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,2,70
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,227
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,3,5,185
1.0,1,4,3,204
1.0,2,4,4,213
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,166
1.0,2,3,3,244
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,159
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,163
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,2,3,275
1.0,1,5,2,275
1.0,2,2,2,326
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,321
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,325
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,6,83
1.0,1,2,5,328
1.0,1,5,4,127
1.0,2,2,2,339
1.0,2,5,5,340
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,341
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,2,6,33
1.0,1,2,5,291
1.0,2,2,2,285
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,345
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,6,204
1.0,1,2,5,174
1.0,1,5,4,124
1.0,2,2,2,342
1.0,2,4,4,237
1.0,2,5,5,346
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,159
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,5,303
1.0,1,5,4,251
1.0,2,5,5,347
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,3,2,44
1.0,1,4,3,297
1.0,2,4,4,287
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,337
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,2,6,203
1.0,1,2,5,70
1.0,2,5,5,288
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,340
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,336
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,4,243
1.0,2,4,4,168
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,271
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,2,4,251
1.0,2,2,2,252
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,288
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,177
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,1,2,4,185
1.0,2,2,2,186
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,358
1.0,2,3,3,359
1.0,2,5,5,339
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,351
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,3,5,76
1.0,1,4,3,265
1.0,2,3,3,173
1.0,2,4,4,266
1.0,2,5,5,224
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,3,5,319
1.0,2,3,3,352
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,3,3,324
1.0,2,5,5,316
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,224
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,1,4,3,44
1.0,1,4,2,365
1.0,2,2,2,287
1.0,2,4,4,200
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,317
1.0,0,3,3,1
1.0,0,3,3,1
1.0,2,3,3,285
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,317
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,44
1.0,1,5,3,69
1.0,2,5,5,374
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,9
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,87
1.0,1,5,3,36
1.0,2,5,5,375
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,18
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,40
1.0,1,5,3,147
1.0,2,5,5,191
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,3,2,76
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,3,262
1.0,2,5,5,372
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,76
1.0,1,5,3,66
1.0,2,5,5,171
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,23
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,229
1.0,2,5,5,332
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,202
1.0,1,5,2,236
1.0,2,4,4,122
1.0,2,5,5,257
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,73
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,378
1.0,1,5,2,15
1.0,2,5,5,263
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,137
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,199
1.0,1,5,2,25
1.0,2,5,5,200
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,68
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,181
1.0,2,5,5,331
1.0,0,5,5,1
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,4,197
1.0,1,5,2,229
1.0,2,5,5,173
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,252
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,5,2,10
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,120
1.0,0,4,4,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,1,3,2,194
1.0,0,3,3,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,2,2,2,168
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,2,245
1.0,2,2,2,247
1.0,2,5,5,314
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,385
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,3,44
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,5,5,1
1.0,1,4,5,210
1.0,1,5,3,185
1.0,0,5,5,1
1.0,0,5,5,1
1.0,2,5,5,47
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,5,3,40
1.0,1,5,3,5
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,1,5,3,39
1.0,0,5,5,1
1.0,0,5,5,1
1.0,0,3,3,1
1.0,0,5,5,1
1.0,1,5,3,154
1.0,0,5,5,1
1.0,0,3,3,1
1.0,1,5,3,111
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,5,2,185
1.0,2,2,2,222
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,5,2,40
1.0,0,2,2,1
1.0,0,5,5,1
1.0,0,5,5,1
1.0,1,5,2,44
1.0,1,5,2,209
1.0,2,5,5,285
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,5,2,270
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,2,2,1
1.0,1,5,2,55
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,5,5,1
1.0,1,5,2,105
1.0,0,5,5,1
1.0,0,2,2,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,5,6,14
1.0,1,6,4,14
1.0,2,6,6,273
1.0,1,6,4,203
1.0,1,6,4,33
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,5,5,83
1.0,2,6,6,218
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,5,6,211
1.0,1,6,4,211
1.0,2,6,6,389
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,6,3,14
1.0,2,6,6,207
1.0,0,5,5,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,5,6,210
1.0,1,6,3,210
1.0,2,6,6,390
1.0,1,6,3,203
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,5,6,8
1.0,1,6,3,8
1.0,2,6,6,295
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,3,2,270
1.0,1,4,6,20
1.0,1,4,5,204
1.0,1,6,3,20
1.0,2,3,3,239
1.0,2,6,6,391
1.0,0,3,3,1
1.0,0,3,3,1
1.0,1,4,6,8
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,5,83
1.0,2,6,6,222
1.0,0,4,4,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,5
1.0,1,6,3,5
1.0,2,6,6,339
1.0,0,4,4,1
1.0,0,4,4,1
1.0,2,4,4,179
1.0,0,2,2,1
1.0,0,2,2,1
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,1,4,6,210
1.0,2,2,2,372
1.0,2,3,3,354
1.0,0,4,4,1
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,36
1.0,1,6,3,36
1.0,2,6,6,332
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,166
1.0,1,6,3,166
1.0,2,6,6,398
1.0,0,3,3,1
1.0,0,3,3,1
1.0,0,4,4,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,1,4,6,245
1.0,1,6,3,245
1.0,2,6,6,402
1.0,0,4,4,1
1.0,0,3,3,1
1.0,0,6,6,1
1.0,0,6,6,1
1.0,2,6,6,375
1.0,0,3,3,1
